SchoolYear;SubjectID;StudentID;Failures;Absences;P1_grade;P2_grade;P3_grade
2017;1;69;0;0;11;10;11
2017;1;70;0;6;15;15;15
2017;1;71;0;2;13;11;11
2017;1;72;0;0;11;9;10
2017;1;73;0;2;13;11;11
2017;1;74;0;0;13;13;14
2017;1;75;0;4;11;11;11
2017;1;76;0;0;11;11;11
2017;1;77;0;0;12;11;11
2017;1;78;0;1;13;13;13
2017;1;79;3;0;9;9;10
2017;1;80;0;14;12;11;11
2017;1;81;0;0;11;11;12
2017;1;82;0;2;10;9;9
2017;1;83;0;4;12;11;11
2017;1;84;0;2;13;12;13
2017;1;85;0;2;13;12;12
2017;1;86;0;4;12;11;12
2017;1;87;0;6;13;11;11
2017;1;88;0;4;15;15;15
2017;1;89;0;6;12;10;11
2017;1;90;0;6;9;9;10
2017;1;91;0;2;9;11;11
2017;1;92;0;6;14;13;13
2017;1;93;0;0;12;13;12
2017;1;94;0;2;13;14;14
2017;1;95;0;2;11;12;12
2017;1;96;0;4;13;13;13
2017;1;97;0;6;9;11;11
2017;1;98;0;0;13;12;12
2017;1;99;0;4;12;13;13
2017;1;100;0;2;12;13;13
2017;1;101;0;12;9;9;8
2017;1;102;0;0;16;16;16
2017;1;103;0;2;12;13;12
2017;1;104;0;16;11;10;10
2017;1;105;0;0;16;16;16
2017;1;106;0;10;10;10;10
2017;1;107;0;4;10;10;10
2017;1;108;0;4;13;14;14
2017;1;109;0;8;12;10;11
2017;1;110;0;2;15;15;14
2017;1;111;0;4;13;14;14
2017;1;112;0;4;11;11;11
2017;1;113;1;12;8;10;10
2017;1;114;0;10;18;17;18
2017;1;115;0;4;10;9;10
2017;1;116;0;6;16;14;14
2017;1;117;0;4;16;15;16
2017;1;118;0;6;14;14;15
2017;1;119;1;14;12;11;11
2017;1;120;0;2;14;13;14
2017;1;121;0;0;14;14;14
2017;1;122;0;6;14;13;13
2017;1;123;0;2;14;12;13
2017;1;124;0;4;12;13;13
2017;1;125;0;0;12;11;11
2017;1;126;0;2;9;9;9
2017;1;127;0;0;10;11;11
2017;1;128;2;0;9;10;11
2017;1;129;0;8;14;14;15
2017;1;130;0;4;13;12;13
2017;1;131;0;0;10;11;12
2017;1;132;3;10;10;9;8
2017;1;133;0;8;11;10;11
2017;1;134;0;6;11;12;13
2017;1;135;0;2;13;12;12
2017;1;136;0;12;15;13;14
2017;1;137;0;4;9;9;11
2017;1;138;1;12;13;11;11
2017;1;139;0;2;12;11;11
2017;1;140;0;4;13;14;15
2017;1;141;0;2;10;9;10
2017;1;142;0;0;14;13;13
2017;1;143;0;2;11;11;12
2017;1;144;0;10;12;11;11
2017;1;145;0;8;12;11;11
2017;1;146;0;4;9;9;10
2017;1;147;2;0;10;10;10
2017;1;148;0;6;13;14;14
2017;1;149;1;2;8;9;9
2017;1;150;0;6;9;11;11
2017;1;151;0;24;9;8;9
2017;1;152;0;0;15;13;13
2017;1;153;0;4;12;11;11
2017;1;154;0;2;13;13;13
2017;1;155;0;4;10;11;11
2017;1;156;0;22;9;7;6
2017;1;157;0;0;12;12;12
2017;1;158;0;0;11;10;10
2017;1;159;1;2;11;11;11
2017;1;160;0;6;13;12;13
2017;1;161;0;6;11;11;11
2017;1;162;0;16;9;9;8
2017;1;163;0;0;12;11;11
2017;1;164;2;0;11;9;0
2017;1;165;1;6;9;10;10
2017;1;166;0;2;13;13;13
2017;1;167;0;6;11;9;11
2017;1;168;0;0;13;13;13
2017;1;169;0;0;7;8;8
2017;1;170;3;14;9;8;10
2017;1;171;3;6;11;10;11
2017;1;172;0;4;12;10;11
2017;1;173;1;0;10;10;1
2017;1;174;2;0;9;8;10
2017;1;175;1;8;8;8;9
2017;1;176;2;4;7;6;8
2017;1;177;0;2;8;9;10
2017;1;178;1;2;9;8;8
2017;1;179;0;0;8;8;8
2017;1;180;3;10;8;7;8
2017;1;181;0;0;9;10;11
2017;1;182;0;0;17;17;18
2017;1;183;0;0;12;12;13
2017;1;184;0;0;16;16;17
2017;1;185;1;4;9;9;10
2017;1;186;0;0;16;17;18
2017;1;187;0;0;11;9;10
2017;1;188;0;0;14;13;13
2017;1;189;0;0;14;14;15
2017;1;190;0;0;10;11;11
2017;1;191;0;0;13;12;14
2017;1;192;0;4;11;9;10
2017;1;193;0;8;10;9;11
2017;1;194;0;4;11;11;13
2017;1;195;0;4;11;10;11
2017;1;196;0;0;11;12;13
2017;1;197;0;0;17;18;17
2017;1;198;0;32;14;13;14
2017;1;199;0;8;14;15;16
2017;1;200;0;6;11;13;14
2017;1;201;0;0;10;9;11
2017;1;202;0;0;13;14;16
2017;1;203;0;10;12;13;14
2017;1;204;0;6;9;9;10
2017;1;205;0;6;12;12;13
2017;1;206;0;0;12;11;12
2017;1;207;0;16;10;11;12
2017;1;208;0;0;11;10;10
2017;1;209;0;0;13;12;12
2017;1;210;0;8;14;15;16
2017;1;211;0;4;13;13;14
2017;1;212;0;16;10;11;12
2017;1;213;1;30;14;15;16
2017;1;214;0;0;11;10;11
2017;1;215;0;2;14;14;15
2017;1;216;0;4;11;12;12
2017;1;217;0;0;14;15;15
2017;1;218;0;21;13;13;13
2017;1;219;0;6;13;13;13
2017;1;220;1;14;8;9;8
2017;1;221;0;2;11;11;12
2017;1;222;0;4;14;15;15
2017;1;223;0;2;12;13;13
2017;1;224;0;0;11;12;12
2017;1;225;0;4;12;12;12
2017;1;226;0;15;13;12;12
2017;1;227;0;0;13;13;13
2017;1;228;0;10;12;11;11
2017;1;229;0;6;12;11;11
2017;1;230;0;2;14;16;15
2017;1;231;0;16;11;9;10
2017;1;232;0;10;10;10;10
2017;1;233;0;4;12;13;13
2017;1;234;0;0;12;12;13
2017;1;235;0;0;11;10;11
2017;1;236;0;12;12;12;12
2017;1;237;0;0;13;13;14
2017;1;238;3;9;10;9;10
2017;1;239;0;4;15;16;16
2017;1;240;0;4;8;8;8
2017;1;241;0;2;17;18;17
2017;1;242;0;0;10;11;11
2017;1;243;0;2;9;10;11
2017;1;244;0;0;15;15;16
2017;1;245;0;0;14;12;12
2017;1;246;0;0;12;13;13
2017;1;247;0;0;13;13;13
2017;1;248;0;0;13;13;14
2017;1;249;0;2;9;9;9
2017;1;250;0;0;12;12;12
2017;1;251;0;0;16;16;16
2017;1;252;0;4;9;10;10
2017;1;253;0;0;14;13;13
2017;1;254;1;18;10;10;10
2017;1;255;1;16;9;8;10
2017;1;256;1;14;8;7;7
2017;1;257;1;26;7;8;8
2017;1;258;0;6;10;8;9
2017;1;259;0;4;14;14;15
2017;1;260;0;10;11;10;10
2017;1;261;0;4;12;11;11
2017;1;262;0;2;13;13;13
2017;1;263;1;14;9;9;8
2017;1;264;0;16;8;7;8
2017;1;265;1;8;11;9;10
2017;1;266;0;4;15;14;15
2017;1;267;0;4;15;14;14
2017;1;268;0;8;15;15;15
2017;1;269;0;0;12;12;12
2017;1;270;0;7;14;14;15
2017;1;271;0;4;14;15;15
2017;1;272;0;2;11;11;12
2017;1;273;0;2;13;14;15
2017;1;274;0;10;11;11;11
2017;1;275;0;10;10;9;10
2017;1;276;0;10;12;10;11
2017;1;277;0;7;15;16;16
2017;1;278;0;4;11;10;11
2017;1;279;0;2;9;12;13
2017;1;280;3;12;7;8;5
2017;1;281;0;8;10;9;10
2017;1;282;0;0;11;12;11
2017;1;283;0;8;7;8;7
2017;1;284;1;4;9;11;10
2017;1;285;2;4;7;8;6
2017;1;286;0;2;14;13;12
2017;1;287;0;0;12;12;13
2017;1;288;1;0;9;10;10
2017;1;289;0;2;12;12;13
2017;1;290;0;2;14;15;17
2017;1;291;0;0;10;10;11
2017;1;292;1;4;11;10;11
2017;1;293;0;2;11;12;14
2017;1;294;0;4;11;12;14
2017;1;295;0;4;11;11;13
2017;1;296;0;4;11;13;14
2017;1;297;0;2;16;16;16
2017;1;298;0;0;9;10;10
2017;1;299;0;2;10;11;12
2017;1;300;0;8;10;12;12
2017;1;301;0;2;15;15;15
2017;1;302;0;2;10;10;11
2017;1;303;0;2;10;11;12
2017;1;304;0;2;15;12;13
2017;1;305;0;0;11;12;13
2017;1;306;0;8;8;8;9
2017;1;307;0;6;15;16;16
2017;1;308;0;0;11;11;14
2017;1;309;0;8;10;11;12
2017;1;310;0;4;10;12;14
2017;1;311;0;12;8;9;10
2017;1;312;0;16;11;12;12
2017;1;313;0;10;16;16;16
2017;1;314;0;2;13;13;13
2017;1;315;0;2;16;17;18
2017;1;316;0;8;14;14;15
2017;1;317;0;6;15;16;16
2017;1;318;0;6;12;12;12
2017;1;319;0;15;12;9;10
2017;1;320;0;6;11;12;12
2017;1;321;1;2;14;12;13
2017;1;322;0;8;13;15;15
2017;1;323;1;0;9;8;10
2017;1;324;0;0;10;10;10
2017;1;325;0;10;10;10;11
2017;1;326;0;22;11;11;10
2017;1;327;0;18;13;13;13
2017;1;328;0;2;17;17;18
2017;1;329;0;0;12;13;13
2017;1;330;0;12;12;12;14
2017;1;331;0;10;12;13;14
2017;1;332;0;0;12;12;12
2017;1;333;0;0;18;18;18
2017;1;334;0;0;13;13;14
2017;1;335;0;0;14;15;15
2017;1;336;0;0;17;17;17
2017;1;337;0;2;15;16;16
2017;1;338;0;0;17;18;18
2017;1;339;0;0;18;19;19
2017;1;340;0;0;14;15;15
2017;1;341;0;0;14;15;15
2017;1;342;0;2;14;13;13
2017;1;343;0;0;13;14;14
2017;1;344;0;0;16;17;17
2017;1;345;0;0;18;18;17
2017;1;346;0;0;14;15;15
2017;1;347;0;0;12;13;13
2017;1;348;0;0;7;7;8
2017;1;349;0;0;16;16;16
2017;1;350;0;0;18;18;18
2017;1;351;1;0;9;10;11
2017;1;352;2;0;14;15;15
2017;1;353;0;0;10;10;11
2017;1;354;0;2;10;10;11
2017;1;355;0;2;12;12;15
2017;1;356;0;2;11;12;14
2017;1;357;0;2;15;16;17
2017;1;358;0;2;14;15;17
2017;1;359;0;8;12;12;15
2017;1;360;0;2;15;15;17
2017;1;361;0;8;11;12;14
2017;1;362;0;9;11;10;10
2017;1;363;0;0;12;11;13
2017;1;364;0;4;11;12;14
2017;1;365;0;2;14;15;17
2017;1;366;0;14;15;14;17
2017;1;367;0;0;12;12;13
2017;1;368;0;2;11;12;14
2017;1;369;0;2;8;9;11
2017;1;370;0;12;10;10;11
2017;1;371;2;2;8;8;9
2017;1;372;0;2;10;10;10
2017;1;373;0;4;14;13;13
2017;1;374;0;0;11;11;10
2017;1;375;0;0;17;18;17
2017;1;376;0;0;14;14;15
2017;1;377;0;0;14;14;14
2017;1;378;0;0;13;14;13
2017;1;379;0;0;17;18;17
2017;1;380;0;2;11;10;10
2017;1;381;0;0;13;12;13
2017;1;382;0;4;15;14;15
2017;1;383;0;2;11;12;11
2017;1;384;0;0;11;11;12
2017;1;385;0;0;11;10;10
2017;1;386;0;2;10;9;10
2017;1;387;0;0;15;15;15
2017;1;388;0;6;15;14;15
2017;1;389;0;8;10;11;12
2017;1;390;0;0;10;9;12
2017;1;391;0;6;14;13;14
2017;1;392;0;8;11;13;14
2017;1;393;0;0;12;13;15
2017;1;394;0;4;14;14;15
2017;1;395;0;0;14;14;16
2017;1;396;0;0;12;12;13
2017;1;397;0;6;16;16;17
2017;1;398;0;18;10;12;14
2017;1;399;0;0;11;12;14
2017;1;400;0;4;14;16;17
2017;1;401;0;4;15;14;17
2017;1;402;0;0;14;13;14
2017;1;403;0;0;11;12;13
2017;1;404;0;10;12;15;15
2017;1;405;0;4;12;16;16
2017;1;406;1;16;10;11;11
2017;1;407;1;6;10;13;13
2017;1;408;2;0;9;12;12
2017;1;409;0;11;9;11;12
2017;1;410;0;9;13;14;15
2017;1;411;0;0;13;17;17
2017;1;412;0;2;12;15;15
2017;1;413;0;0;14;17;17
2017;1;414;2;21;9;10;10
2017;1;415;0;8;11;15;15
2017;1;416;1;5;9;10;11
2017;1;417;0;10;16;18;18
2017;1;418;0;5;14;17;17
2017;1;419;0;13;13;14;14
2017;1;420;0;10;7;11;11
2017;1;421;0;10;14;17;17
2017;1;422;1;5;8;10;10
2017;1;423;0;4;10;13;13
2017;1;424;0;11;10;11;11
2017;1;425;0;0;12;12;12
2017;1;426;1;6;10;10;10
2017;1;427;0;4;10;10;11
2017;1;428;0;0;16;17;17
2017;1;429;0;0;6;8;9
2017;1;430;0;5;10;11;11
2017;1;431;0;0;10;11;11
2017;1;432;1;0;10;10;10
2017;1;433;1;0;6;6;7
2017;1;434;0;0;13;14;14
2017;1;435;0;4;10;9;11
2017;1;436;0;0;10;10;10
2017;1;437;1;4;6;7;8
2017;1;438;0;0;12;11;12
2017;1;439;0;2;10;11;12
2017;1;440;0;0;14;16;16
2017;1;441;0;0;7;0;0
2017;1;442;0;4;8;9;9
2017;1;443;0;0;12;13;14
2017;1;444;0;7;7;9;8
2017;1;445;0;4;9;10;11
2017;1;446;0;8;7;9;9
2017;1;447;0;0;11;11;11
2017;1;448;0;8;8;10;9
2017;1;449;0;6;16;16;17
2017;1;450;0;3;11;13;13
2017;1;451;0;2;15;15;15
2017;1;452;0;0;10;11;11
2017;1;453;0;4;9;10;11
2017;1;454;1;0;10;8;8
2017;1;455;1;3;9;8;8
2017;1;456;0;0;9;10;9
2017;1;457;0;0;13;14;15
2017;1;458;0;4;10;11;11
2017;1;459;0;0;13;10;13
2017;1;460;0;2;10;9;10
2017;1;461;0;1;11;10;11
2017;1;462;0;0;13;12;14
2017;1;463;0;0;13;14;14
2017;1;464;0;2;14;11;12
2017;1;465;0;6;11;11;11
2017;1;466;1;9;9;8;8
2017;1;467;0;0;10;9;11
2017;1;468;0;1;14;13;14
2017;1;469;0;1;13;12;13
2017;1;470;0;0;13;12;13
2017;1;471;0;4;13;12;12
2017;1;472;1;2;12;11;12
2017;1;473;0;0;14;14;16
2017;1;474;0;4;10;8;10
2017;1;475;0;2;10;11;11
2017;1;476;0;0;12;13;14
2017;1;477;0;2;10;8;8
2017;1;478;0;11;12;10;11
2017;1;479;3;0;7;7;8
2017;1;480;0;4;9;9;10
2017;1;481;1;0;9;9;10
2017;1;482;0;2;9;10;11
2017;1;483;0;0;9;10;9
2017;1;484;0;1;9;10;11
2017;1;485;0;6;7;7;8
2017;1;486;0;0;11;10;11
2017;1;487;1;1;9;10;10
2017;1;488;2;6;7;9;10
2017;1;489;1;6;7;9;9
2017;1;490;1;0;8;9;10
2017;1;491;1;4;9;11;10
2017;1;492;1;12;7;8;9
2017;1;493;0;2;8;10;10
2017;1;494;0;5;9;9;10
2017;1;495;0;0;8;9;9
2017;1;496;0;0;14;13;13
2017;1;497;0;2;14;14;14
2017;1;498;1;0;10;11;10
2017;1;499;0;0;14;13;14
2017;1;500;0;0;17;16;16
2017;1;501;1;12;6;7;7
2017;1;502;0;8;14;12;13
2017;1;503;1;2;10;8;9
2017;1;504;0;0;14;14;14
2017;1;505;0;0;12;13;13
2017;1;506;0;0;11;11;11
2017;1;507;1;8;11;9;10
2017;1;508;0;0;11;11;10
2017;1;509;1;0;10;9;9
2017;1;510;0;0;16;17;18
2017;1;511;0;0;15;17;17
2017;1;512;0;1;11;9;10
2017;1;513;1;9;7;7;7
2017;1;514;0;0;8;6;8
2017;1;515;0;2;7;6;7
2017;1;516;0;8;9;8;10
2017;1;517;0;0;14;16;16
2017;1;518;0;0;14;14;15
2017;1;519;1;8;8;5;8
2017;1;520;0;0;8;7;0
2017;1;521;0;6;6;8;8
2017;1;522;0;0;8;10;10
2017;1;523;0;4;8;8;8
2017;1;524;0;2;5;6;6
2017;1;525;0;2;7;9;8
2017;1;526;0;0;15;14;16
2017;1;527;0;1;13;14;14
2017;1;528;0;0;10;9;10
2017;1;529;0;5;9;9;9
2017;1;530;0;1;11;11;11
2017;1;531;0;8;7;10;9
2017;1;532;0;0;10;10;10
2017;1;533;0;2;9;7;8
2017;1;534;0;0;14;15;16
2017;1;535;0;0;11;12;12
2017;1;536;0;11;9;11;10
2017;1;537;0;8;13;14;14
2017;1;538;0;11;12;13;12
2017;1;539;0;2;11;11;11
2017;1;540;0;8;9;10;10
2017;1;541;0;5;9;11;11
2017;1;542;0;0;11;9;11
2017;1;543;0;1;10;11;12
2017;1;544;3;2;9;9;8
2017;1;545;0;2;12;11;12
2017;1;546;1;8;8;9;8
2017;1;547;0;0;13;15;16
2017;1;548;0;0;10;11;11
2017;1;549;0;2;11;10;11
2017;1;550;0;0;17;18;18
2017;1;551;0;0;12;13;13
2017;1;552;0;0;13;14;13
2017;1;553;2;2;9;9;10
2017;1;554;0;4;11;11;12
2017;1;555;0;3;10;11;10
2017;1;556;0;5;13;14;13
2017;1;557;0;4;9;10;11
2017;1;558;3;2;7;9;10
2017;1;559;0;0;8;13;10
2017;1;560;1;0;12;12;13
2017;1;561;0;0;10;9;10
2017;1;562;0;6;10;9;10
2017;1;563;0;0;11;13;12
2017;1;564;1;0;7;0;0
2017;1;565;0;2;11;9;10
2017;1;566;0;0;10;10;9
2017;1;567;1;2;9;7;9
2017;1;568;1;0;4;0;0
2017;1;569;3;4;6;11;9
2017;1;570;2;9;4;8;8
2017;1;571;0;6;7;8;8
2017;1;572;3;4;8;9;9
2017;1;573;2;8;5;5;7
2017;1;574;0;9;7;9;10
2017;1;575;1;12;8;11;10
2017;1;576;0;8;10;11;10
2017;1;577;0;8;9;10;11
2017;1;578;1;8;10;9;11
2017;1;579;1;4;8;9;10
2017;1;580;0;0;9;10;9
2017;1;581;1;4;8;9;10
2017;1;582;2;2;6;8;8
2017;1;583;0;0;6;8;7
2017;1;584;1;0;8;6;0
2017;1;585;0;0;10;11;11
2017;1;586;0;5;8;7;8
2017;1;587;0;0;8;8;0
2017;1;588;1;3;7;6;8
2017;1;589;0;0;8;10;9
2017;1;590;0;0;7;10;10
2017;1;591;2;3;7;8;7
2017;1;592;0;2;12;13;14
2017;1;593;0;0;11;12;13
2017;1;594;0;0;12;13;14
2017;1;595;0;0;18;18;18
2017;1;596;0;3;17;17;17
2017;1;597;0;0;17;18;18
2017;1;598;1;0;9;0;0
2017;1;599;0;8;10;11;11
2017;1;600;0;5;12;13;14
2017;1;601;0;4;12;13;14
2017;1;602;0;4;8;8;10
2017;1;603;0;0;11;12;13
2017;1;604;0;0;5;0;0
2017;1;605;1;2;9;10;10
2017;1;606;1;0;5;0;0
2017;1;607;0;0;18;18;18
2017;1;608;0;5;11;11;12
2017;1;609;0;2;8;10;11
2017;1;610;0;0;11;11;12
2017;1;611;3;0;8;0;0
2017;1;612;0;5;14;14;15
2017;1;613;1;4;10;11;11
2017;1;614;0;0;10;10;10
2017;1;615;0;2;12;12;12
2017;1;616;0;0;15;14;15
2017;1;617;0;2;14;13;14
2017;1;618;0;0;19;17;18
2017;1;619;0;0;16;15;15
2017;1;620;0;6;13;12;13
2017;1;621;0;4;15;14;15
2017;1;622;0;0;13;13;13
2017;1;623;0;0;8;10;9
2017;1;624;0;0;15;16;16
2017;1;625;1;0;8;8;9
2017;1;626;0;0;10;10;10
2017;1;627;0;0;7;5;0
2017;1;628;0;3;9;10;10
2017;1;629;0;8;10;11;12
2017;1;630;0;4;7;8;9
2017;1;631;0;0;15;17;17
2017;1;632;0;4;10;11;12
2017;1;633;1;4;7;8;9
2017;1;634;0;1;13;14;14
2017;1;635;0;1;16;16;16
2017;1;636;0;10;8;9;9
2017;1;637;0;4;17;18;19
2017;1;638;0;0;7;7;0
2017;1;639;0;4;14;15;16
2017;1;640;1;0;5;8;0
2017;1;641;1;0;7;7;0
2017;1;642;0;0;14;17;15
2017;1;643;0;0;6;9;11
2017;1;644;0;4;7;9;10
2017;1;645;1;4;10;11;10
2017;1;646;0;4;15;15;16
2017;1;647;0;6;11;12;9
2017;1;648;0;6;10;10;10
2017;1;649;0;4;10;11;11
2017;2;1;0;4;10;6;12
2017;2;2;0;2;13;7;17
2017;2;3;0;6;4;10;6
2017;2;4;0;0;2;14;14
2017;2;5;0;0;11;7;4
2017;2;6;0;6;1;14;6
2017;2;7;0;0;7;2;14
2017;2;8;0;2;6;2;11
2017;2;9;0;0;8;1;7
2017;2;10;0;0;19;10;9
2017;2;11;0;2;12;5;9
2017;2;12;0;0;13;16;10
2017;2;13;0;0;12;2;14
2017;2;14;0;0;13;1;11
2017;2;15;0;0;20;14;18
2017;2;16;0;6;14;2;7
2017;2;17;0;10;17;14;15
2017;2;18;0;2;13;5;19
2017;2;19;3;2;12;9;1
2017;2;20;0;6;18;7;1
2017;2;21;0;0;6;9;9
2017;2;22;0;0;16;13;12
2017;2;23;0;0;14;6;14
2017;2;24;0;2;5;3;10
2017;2;25;0;2;7;5;19
2017;2;26;0;6;10;15;12
2017;2;27;0;8;4;19;2
2017;2;28;0;0;4;17;15
2017;2;29;0;2;17;12;8
2017;2;30;0;4;4;4;16
2017;2;31;0;0;10;2;5
2017;2;32;0;2;4;17;13
2017;2;33;0;0;3;9;12
2017;2;34;0;0;6;17;8
2017;2;35;0;4;2;17;16
2017;2;36;0;4;7;16;11
2017;2;37;0;0;3;18;8
2017;2;38;0;4;5;9;12
2017;2;39;0;2;13;8;6
2017;2;40;0;8;7;16;6
2017;2;41;0;16;9;12;3
2017;2;42;0;8;3;8;6
2017;2;43;0;0;5;14;4
2017;2;44;0;0;8;7;16
2017;2;45;1;14;12;13;19
2017;2;46;0;4;9;19;17
2017;2;47;0;6;8;4;19
2017;2;48;0;2;19;20;12
2017;2;49;0;4;18;19;4
2017;2;50;0;2;3;14;16
2017;2;51;0;0;11;15;20
2017;2;52;0;0;8;6;10
2017;2;53;0;4;6;18;15
2017;2;54;0;0;15;19;7
2017;2;55;0;0;7;4;6
2017;2;56;0;2;14;13;20
2017;2;57;0;0;6;3;18
2017;2;58;0;8;5;4;10
2017;2;59;0;0;16;2;9
2017;2;60;0;2;7;1;6
2017;2;61;0;0;12;1;11
2017;2;62;0;0;2;8;14
2017;2;63;0;0;18;19;8
2017;2;64;0;0;16;13;8
2017;2;65;0;0;5;3;4
2017;2;66;0;2;10;8;2
2017;2;67;0;0;6;13;5
2017;2;68;0;0;20;16;6
2017;2;69;0;0;7;2;4
2017;2;70;0;6;17;15;15
2017;2;71;0;2;13;17;17
2017;2;72;0;0;10;17;11
2017;2;73;0;2;20;14;2
2017;2;74;0;0;19;20;16
2017;2;75;0;4;17;9;10
2017;2;76;0;0;12;5;20
2017;2;77;0;0;13;8;8
2017;2;78;0;1;16;15;1
2017;2;79;3;0;15;17;14
2017;2;80;0;14;16;15;14
2017;2;81;0;0;9;3;4
2017;2;82;0;2;14;17;3
2017;2;83;0;4;8;5;14
2017;2;84;0;2;18;6;15
2017;2;85;0;2;19;4;17
2017;2;86;0;4;18;9;18
2017;2;87;0;6;4;5;10
2017;2;88;0;4;19;17;1
2017;2;89;0;6;20;9;1
2017;2;90;0;6;19;12;1
2017;2;91;0;2;3;2;20
2017;2;92;0;6;17;14;11
2017;2;93;0;0;20;2;13
2017;2;94;0;2;2;13;7
2017;2;95;0;2;1;10;4
2017;2;96;0;4;14;9;16
2017;2;97;0;6;18;9;10
2017;2;98;0;0;1;5;2
2017;2;99;0;4;20;13;14
2017;2;100;0;2;20;19;5
2017;2;101;0;12;10;16;19
2017;2;102;0;0;8;10;3
2017;2;103;0;2;11;4;16
2017;2;104;0;16;15;7;4
2017;2;105;0;0;7;16;6
2017;2;106;0;10;2;9;8
2017;2;107;0;4;8;13;9
2017;2;108;0;4;5;1;4
2017;2;109;0;8;12;7;16
2017;2;110;0;2;12;9;18
2017;2;111;0;4;16;15;1
2017;2;112;0;4;18;1;20
2017;2;113;1;12;5;19;18
2017;2;114;0;10;12;16;12
2017;2;115;0;4;5;5;1
2017;2;116;0;6;7;8;5
2017;2;117;0;4;10;18;2
2017;2;118;0;6;2;6;6
2017;2;119;1;14;2;9;16
2017;2;120;0;2;16;7;8
2017;2;121;0;0;20;13;7
2017;2;122;0;6;5;2;2
2017;2;123;0;2;17;20;14
2017;2;124;0;4;16;16;14
2017;2;125;0;0;20;5;7
2017;2;126;0;2;19;3;6
2017;2;127;0;0;13;5;1
2017;2;128;2;0;5;10;20
2017;2;129;0;8;2;9;4
2017;2;130;0;4;5;17;10
2017;2;131;0;0;2;19;4
2017;2;132;3;10;15;4;10
2017;2;133;0;8;20;17;15
2017;2;134;0;6;13;13;17
2017;2;135;0;2;5;20;10
2017;2;136;0;12;5;20;4
2017;2;137;0;4;5;10;2
2017;2;138;1;12;16;7;20
2017;2;139;0;2;5;13;2
2017;2;140;0;4;3;8;15
2017;2;141;0;2;3;18;14
2017;2;142;0;0;1;14;7
2017;2;143;0;2;17;9;11
2017;2;144;0;10;13;16;6
2017;2;145;0;8;3;15;10
2017;2;146;0;4;18;14;17
2017;2;147;2;0;8;18;13
2017;2;148;0;6;19;17;7
2017;2;149;1;2;1;7;17
2017;2;150;0;6;8;3;18
2017;2;151;0;24;19;3;4
2017;2;152;0;0;8;4;9
2017;2;153;0;4;3;17;15
2017;2;154;0;2;11;8;20
2017;2;155;0;4;7;10;19
2017;2;156;0;22;9;9;14
2017;2;157;0;0;13;10;14
2017;2;158;0;0;8;20;3
2017;2;159;1;2;5;14;11
2017;2;160;0;6;3;6;5
2017;2;161;0;6;5;8;2
2017;2;162;0;16;12;4;2
2017;2;163;0;0;8;3;2
2017;2;164;2;0;3;20;8
2017;2;165;1;6;20;19;17
2017;2;166;0;2;20;2;13
2017;2;167;0;6;15;15;17
2017;2;168;0;0;7;6;10
2017;2;169;0;0;9;7;9
